species,decimallongitude,decimallatitude
Q_douglasii,-118.6788,35.6969
Q_douglasii,-120.4375,37.808333
Q_douglasii,-122.6997,38.5716
Q_douglasii,-118.6788,35.6969
Q_douglasii,-118.6788,35.6969
Q_douglasii,-118.5525,35.1309
Q_douglasii,-118.5525,35.1309
Q_douglasii,-122.8947,40.5869
Q_douglasii,-121.175,35.9708
Q_douglasii,-122.2979,37.4641
Q_douglasii,-121.643097,37.342098
Q_douglasii,-121.731944,39.778056
Q_douglasii,-122.508611,39.07
Q_douglasii,-118.4814,35.5589
Q_douglasii,-118.7295,35.5728
Q_douglasii,-118.6103,35.7194
Q_douglasii,-118.6216,35.7403
Q_douglasii,-119.0807,34.9125
Q_douglasii,-118.4814,35.5589
Q_douglasii,-118.5293,35.4657
Q_douglasii,-119.813,35.3459
Q_douglasii,-119.813,35.3459
Q_douglasii,-119.813,35.3459
Q_douglasii,-119.1733,34.9194
Q_douglasii,-119.1604,34.9118
Q_douglasii,-119.1604,34.9118
Q_douglasii,-119.1733,34.9194
Q_douglasii,-119.813,35.3459
Q_douglasii,-119.1604,34.9118
Q_douglasii,-121.3333723,39.22022044
Q_douglasii,-121.9503,37.8749
Q_douglasii,-121.4481,39.2003
Q_douglasii,-120.996,35.9063
Q_douglasii,-122.45933,40.2275
Q_douglasii,-119.1733,34.9194
Q_douglasii,-119.1604,34.9118
Q_douglasii,-119.1604,34.9118
Q_douglasii,-119.1604,34.9118
Q_douglasii,-119.1604,34.9118
Q_douglasii,-119.1733,34.9194
Q_douglasii,-122.7244,39.6511
Q_douglasii,-118.9108,34.2154
Q_douglasii,-118.9108,34.2154
Q_douglasii,-118.9097,34.2154
Q_douglasii,-119.9717,34.7302
Q_douglasii,-122.033825,38.551767
Q_douglasii,-122.7661,38.9746
Q_douglasii,-122.452,39.0257
Q_douglasii,-121.759722,39.770278
Q_douglasii,-121.6413447,37.34224119
Q_douglasii,-120.058334,34.741669
Q_douglasii,-120.0356,34.7248
Q_douglasii,-118.8345,35.7043
Q_douglasii,-121.7677208,37.59505049
Q_douglasii,-122.1863,37.3999
Q_douglasii,-121.8925976,37.89853981
Q_douglasii,-119.7959,34.5405
Q_douglasii,-119.6756767,34.43894541
Q_douglasii,-119.706,34.445
Q_douglasii,-119.7116775,34.44294504
Q_douglasii,-118.8170696,36.49671868
Q_douglasii,-119.985,34.7438
Q_douglasii,-119.8509765,34.04335524
Q_douglasii,-120.064,34.7347
Q_douglasii,-122.1788,37.4198
Q_douglasii,-120.0185,34.7414
Q_douglasii,-121.94972,37.84278
Q_douglasii,-121.9691191,37.88184255
Q_douglasii,-119.7086,34.4638
Q_douglasii,-121.6058517,37.55991258
Q_douglasii,-118.8665,34.8444
Q_douglasii,-118.8665,34.8444
Q_douglasii,-119.9055,37.2161
Q_douglasii,-118.42306,35.30694
Q_douglasii,-118.843056,34.834722
Q_douglasii,-121.6585,37.3785
Q_douglasii,-120.8329,38.0958
Q_douglasii,-118.8665,34.8444
Q_douglasii,-118.8665,34.8444
Q_douglasii,-118.8665,34.8444
Q_douglasii,-119.769,34.0064
Q_douglasii,-122.9854,40.3711
Q_douglasii,-120.13222,37.56667
Q_douglasii,-121.088,38.3758
Q_douglasii,-122.164444,38.026943
Q_douglasii,-121.604756,37.560169
Q_douglasii,-121.559008,36.372153
Q_douglasii,-122.2341,38.3143
Q_douglasii,-119.739889,37.123697
Q_douglasii,-119.814861,35.347389
Q_douglasii,-121.104467,36.489647
Q_douglasii,-121.907053,37.853811
Q_douglasii,-120.481669,36.020819
Q_douglasii,-121.007025,35.905811
Q_douglasii,-121.911664,37.881464
Q_douglasii,-123.0873,39.0033
Q_douglasii,-121.3911,36.1046
Q_douglasii,-121.217711,37.110936
Q_douglasii,-119.6911,34.456
Q_douglasii,-121.86855,40.434536
Q_douglasii,-120.012061,35.525058
Q_douglasii,-120.8845,38.696947
Q_douglasii,-118.478092,35.555117
Q_douglasii,-118.5525,35.1309
Q_douglasii,-120.477344,36.020914
Q_douglasii,-118.742161,35.555614
Q_douglasii,-120.0784047,37.81951902
Q_douglasii,-119.774,34.546
Q_douglasii,-118.8999,34.88
Q_douglasii,-118.8999,34.88
Q_douglasii,-118.8999,34.88
Q_douglasii,-118.709,34.741
Q_douglasii,-118.8794,34.8201
Q_douglasii,-119.985,34.7438
Q_douglasii,-120.0873,37.4377
Q_douglasii,-119.7677,35.329
Q_douglasii,-119.8129,35.3457
Q_douglasii,-121.5143019,40.99948795
Q_douglasii,-119.706,34.445
Q_douglasii,-119.4032,34.9348
Q_douglasii,-120.794803,36.487192
Q_douglasii,-119.7103,34.4424
Q_douglasii,-123.256364,39.736067
Q_douglasii,-118.8665,34.8444
Q_douglasii,-118.8665,34.8444
Q_douglasii,-118.8665,34.8444
Q_douglasii,-118.8665,34.8444
Q_douglasii,-122.6040248,39.01218886
Q_douglasii,-120.794803,36.487192
Q_douglasii,-120.917322,36.854639
Q_douglasii,-121.82,39.185
Q_douglasii,-118.4212,35.3069
Q_douglasii,-122.029322,38.48655
Q_douglasii,-122.113372,38.414586
Q_douglasii,-120.289408,35.344661
Q_douglasii,-121.425217,36.106044
Q_douglasii,-120.895142,35.811039
Q_douglasii,-121.006875,36.624981
Q_douglasii,-122.296325,38.619483
Q_douglasii,-122.0752,38.289056
Q_douglasii,-118.216419,35.372394
Q_douglasii,-122.296325,38.619483
Q_douglasii,-119.6933,34.4567
Q_douglasii,-119.178347,34.989931
Q_douglasii,-121.217711,37.110936
Q_douglasii,-121.494081,40.991881
Q_douglasii,-120.7524,38.7327
Q_douglasii,-122.011794,38.523503
Q_douglasii,-119.178347,34.989931
Q_douglasii,-120.324722,37.98455
Q_douglasii,-121.69325,36.420806
Q_douglasii,-120.170739,37.480097
Q_douglasii,-120.858078,35.814461
Q_douglasii,-120.178925,35.712733
Q_douglasii,-119.6911,34.456
Q_douglasii,-119.703,34.454
Q_douglasii,-122.00755,38.526989
Q_douglasii,-119.706919,34.441575
Q_douglasii,-119.7075,34.453
Q_douglasii,-119.7075,34.453
Q_douglasii,-121.516311,36.369067
Q_douglasii,-119.703,34.454
Q_douglasii,-121.057606,36.464008
Q_douglasii,-122.342778,38.839722
Q_douglasii,-119.814861,35.347389
Q_douglasii,-119.172806,34.986042
Q_douglasii,-118.490569,35.586064
Q_douglasii,-123.118292,39.249444
Q_douglasii,-119.814861,35.347389
Q_douglasii,-121.322269,38.880681
Q_douglasii,-121.559008,36.372153
Q_douglasii,-121.559008,36.372153
Q_douglasii,-119.984,34.743
Q_douglasii,-118.639875,35.030992
Q_douglasii,-119.5371,37.0535
Q_douglasii,-120.5398,38.0723
Q_douglasii,-122.630209,38.668465
Q_douglasii,-122.5106035,39.50330521
Q_douglasii,-122.0985,37.3646
Q_douglasii,-122.1833,37.4308
Q_douglasii,-121.9503,37.8749
Q_douglasii,-121.9503,37.8749
Q_douglasii,-122.1736,37.425
Q_douglasii,-122.4363,38.3714
Q_douglasii,-119.836117,35.345764
Q_douglasii,-119.178347,34.989931
Q_douglasii,-122.445186,38.195333
Q_douglasii,-121.006875,36.624981
Q_douglasii,-120.810375,36.493989
Q_douglasii,-122.079786,38.298756
Q_douglasii,-119.706,34.445
Q_douglasii,-120.613953,36.324258
Q_douglasii,-120.583158,37.906292
Q_douglasii,-122.1923,37.4139
Q_douglasii,-120.583158,37.906292
Q_douglasii,-122.2765,38.2742
Q_douglasii,-121.1984341,36.48288087
Q_douglasii,-121.1984341,36.48288087
Q_douglasii,-121.1984341,36.48288087
Q_douglasii,-120.7103,38.3024
Q_douglasii,-119.0807,34.9125
Q_douglasii,-118.4082,33.3307
Q_douglasii,-118.6508822,35.73680353
Q_douglasii,-122.8847,40.3632
Q_douglasii,-118.5178,35.5178
Q_douglasii,-122.544129,37.977041
Q_douglasii,-121.1145,36.1147
Q_douglasii,-120.017,34.783
Q_douglasii,-122.0985,37.3646
Q_douglasii,-120.0923,37.4291
Q_douglasii,-121.1145,36.1147
Q_douglasii,-118.8767,34.8475
Q_douglasii,-118.913,34.8907
Q_douglasii,-121,38.378333
Q_douglasii,-121.019,38.9207
Q_douglasii,-122.3378,38.5402
Q_douglasii,-121.3021,38.2603
Q_douglasii,-122.5086,39.07
Q_douglasii,-118.9095,34.2144
Q_douglasii,-122.2649,40.2602
Q_douglasii,-121.1438259,35.89089595
Q_douglasii,-122.5831,40.6525
Q_douglasii,-123.0412,39.4182
Q_douglasii,-118.7221,34.5984
Q_douglasii,-120.481667,36.083056
Q_douglasii,-118.6582,35.2639
Q_douglasii,-120.8542913,37.70770533
Q_douglasii,-120.8542913,37.70770533
Q_douglasii,-121.3333723,39.22022044
Q_douglasii,-121.4481,39.2003
Q_douglasii,-122.0542824,37.20924192
Q_douglasii,-118.3809,34.5022
Q_douglasii,-121.1374,36.3511
Q_douglasii,-118.8698,34.8487
Q_douglasii,-119.8293,35.001
Q_douglasii,-121.9234,40.8415
Q_douglasii,-121.9128,37.8817
Q_douglasii,-122.9944,38.8348
Q_douglasii,-122.7661,38.9746
Q_douglasii,-121.3541,39.2437
Q_douglasii,-119.8229,34.5437
Q_douglasii,-122.2649,40.2602
Q_douglasii,-118.8741723,34.80128329
Q_douglasii,-122.1736,37.425
Q_douglasii,-121.9753,40.4064
Q_douglasii,-121.9753,40.4064
Q_douglasii,-121.125,36.2128
Q_douglasii,-118.7235,34.7105
Q_douglasii,-121.7738,39.7726
Q_douglasii,-122.391667,40.587778
Q_douglasii,-121.658333,37.341667
Q_douglasii,-119.6971,34.4562
Q_douglasii,-122.866667,39.116667
Q_douglasii,-121.3482,35.9816
Q_douglasii,-118.2565,35.105
Q_douglasii,-121.178,35.9695
Q_douglasii,-118.2565,35.105
Q_douglasii,-121.3482,35.9816
Q_douglasii,-119.699,34.444
Q_douglasii,-122.2275,37.408
Q_douglasii,-122.2275,37.408
Q_douglasii,-122.121944,38.206944
Q_douglasii,-119.703,34.454
Q_douglasii,-121.30778,36.05833
Q_douglasii,-122.1755,39.012
Q_douglasii,-119.9653,37.485
Q_douglasii,-122.182469,38.375261
Q_douglasii,-119.872281,37.459797
Q_douglasii,-120.230122,38.124319
Q_douglasii,-118.3048523,35.09753749
Q_douglasii,-122.550233,39.39205
Q_douglasii,-118.526694,35.480997
Q_douglasii,-119.792603,34.970619
Q_douglasii,-118.2726516,35.10413755
Q_douglasii,-122.8148,39.0177
Q_douglasii,-118.7279,35.4383
Q_douglasii,-118.7529,35.4131
Q_douglasii,-118.6738,35.5152
Q_douglasii,-122.8071,38.9797
Q_douglasii,-118.466111,35.166111
Q_douglasii,-120.877864,35.950714
Q_douglasii,-119.706919,34.441575
Q_douglasii,-120.478833,36.043878
Q_douglasii,-122.372636,38.25025
Q_douglasii,-119.178347,34.989931
Q_douglasii,-120.300131,35.018144
Q_douglasii,-118.478092,35.555117
Q_douglasii,-118.822422,34.666994
Q_douglasii,-120.810375,36.493989
Q_douglasii,-121.31264,39.24896
Q_douglasii,-118.8345,35.7043
Q_douglasii,-118.8345,35.7043
Q_douglasii,-118.7529,35.4131
Q_douglasii,-121.253592,38.7537
Q_douglasii,-121.369058,35.98005
Q_douglasii,-121.217314,37.110803
Q_douglasii,-121.342406,37.424028
Q_douglasii,-123.255356,39.174325
Q_douglasii,-120.448539,37.651192
Q_douglasii,-121.056214,38.659053
Q_douglasii,-120.840597,38.574344
Q_douglasii,-121.056214,38.659053
Q_douglasii,-121.384519,36.362781
Q_douglasii,-118.626383,35.738864
Q_douglasii,-118.610636,35.719172
Q_douglasii,-119.792603,34.970619
Q_douglasii,-119.178347,34.989931
Q_douglasii,-120.434281,37.942653
Q_douglasii,-122.182469,38.375261
Q_douglasii,-119.808814,35.343533
Q_douglasii,-119.178347,34.989931
Q_douglasii,-122.564203,39.611233
Q_douglasii,-121.6585,37.3785
Q_douglasii,-120.230122,38.124319
Q_douglasii,-121.384519,36.362781
Q_douglasii,-118.9117,34.888369
Q_douglasii,-120.291822,35.391022
Q_douglasii,-122.489178,38.433581
Q_douglasii,-122.019367,38.498247
Q_douglasii,-121.283722,39.243056
Q_douglasii,-121.034775,39.235767
Q_douglasii,-121.723744,37.654078
Q_douglasii,-120.89833,38.44917
Q_douglasii,-122.4391,38.5142
Q_douglasii,-122.4482,38.534686
Q_douglasii,-123.0842,39.0014
Q_douglasii,-123.0842,39.0014
Q_douglasii,-123.0842,39.0014
Q_douglasii,-122.223272,40.092978
Q_douglasii,-123.0842,39.0014
Q_douglasii,-122.4391,38.5142
Q_douglasii,-122.3,40.55
Q_douglasii,-122.2444,37.872
Q_douglasii,-120.3344,35.4585
Q_douglasii,-121.523601,40.92088911
Q_douglasii,-120.5493,36.1018
Q_douglasii,-121.523601,40.92088911
Q_douglasii,-121.3151,39.2425
Q_douglasii,-121.7306,39.8004
Q_douglasii,-119.8342,37.5181
Q_douglasii,-120.7741,38.3518
Q_douglasii,-121.5846825,39.53751238
Q_douglasii,-121.4731,38.637
Q_douglasii,-118.8929,34.873
Q_douglasii,-121.9503,37.8749
Q_douglasii,-118.237222,35.359444
Q_douglasii,-118.263333,35.366111
Q_douglasii,-123.08472,39.00167
Q_douglasii,-121.193889,38.647222
Q_douglasii,-121.8614,37.5595
Q_douglasii,-121.9163,37.8293
Q_douglasii,-122.3,40.55
Q_douglasii,-122.0344,37.2202
Q_douglasii,-121.816667,40.35
Q_douglasii,-120.48,36.0725
Q_douglasii,-120.48,36.0725
Q_douglasii,-120.48,36.0725
Q_douglasii,-120.48,36.0725
Q_douglasii,-120.48,36.0725
Q_douglasii,-120.2099,37.8435
Q_douglasii,-122.1736,37.425
Q_douglasii,-121.193889,38.647222
Q_douglasii,-120.7315,38.2714
Q_douglasii,-119.6929,34.4553
Q_douglasii,-119.6929,34.457
Q_douglasii,-119.706,34.445
Q_douglasii,-119.8807,37.4624
Q_douglasii,-121.2718,38.7047
Q_douglasii,-122.3187,38.9156
Q_douglasii,-119.711,34.44
Q_douglasii,-119.7103,34.4424
Q_douglasii,-123.0873,39.0033
Q_douglasii,-123.2544239,39.7304806
Q_douglasii,-122.9412062,38.98981144
Q_douglasii,-122.9412038,38.8169149
Q_douglasii,-123.112019,39.61949788
Q_douglasii,-120.335,35.45889
Q_douglasii,-122.409444,39.526389
Q_douglasii,-119.8071,34.0298
Q_douglasii,-119.6004,34.0128
Q_douglasii,-122.13147,37.98465
Q_douglasii,-120.5029,37.8827
Q_douglasii,-121.3333723,39.22022044
Q_douglasii,-121.6585,37.3785
Q_douglasii,-118.5611696,35.22351235
Q_douglasii,-121.0814,36.5099
Q_douglasii,-121.4481,39.2003
Q_douglasii,-119.19139,34.91667
Q_douglasii,-119.0807,34.9125
Q_douglasii,-123.0842,39.0014
Q_douglasii,-123.0842,39.0014
Q_douglasii,-123.0842,39.0014
Q_douglasii,-123.0842,39.0014
Q_douglasii,-121.5168,40.9861
Q_douglasii,-121.4892,39.3433
Q_douglasii,-121.344444,39.495278
Q_douglasii,-121.8217,39.2151
Q_douglasii,-123.0842,39.0014
Q_douglasii,-123.0842,39.0014
Q_douglasii,-123.0842,39.0014
Q_douglasii,-123.0842,39.0014
Q_douglasii,-123.0842,39.0014
Q_douglasii,-123.0842,39.0014
Q_douglasii,-123.0842,39.0014
Q_douglasii,-123.0842,39.0014
Q_douglasii,-123.0842,39.0014
Q_douglasii,-123.0842,39.0014
Q_douglasii,-121.1789,36.0014
Q_douglasii,-118.5725,35.3503
Q_douglasii,-121.1322,38.8742
Q_douglasii,-121.653328,37.130562
Q_douglasii,-120.4719225,36.04401725
Q_douglasii,-120.4719225,36.04401725
Q_douglasii,-120.4719225,36.04401725
Q_douglasii,-120.4719225,36.04401725
Q_douglasii,-120.4719225,36.04401725
Q_douglasii,-120.4719225,36.04401725
Q_douglasii,-120.4719225,36.04401725
Q_douglasii,-120.4719225,36.04401725
Q_douglasii,-123.0842,39.0014
Q_douglasii,-118.5097,35.5112
Q_douglasii,-119.6971,34.4562
Q_douglasii,-118.8,34.766667
Q_douglasii,-122.2654,38.5246
Q_douglasii,-120.6728,35.4885
Q_douglasii,-119.6922,34.456
Q_douglasii,-122.4282,38.6151
Q_douglasii,-119.1757,34.9315
Q_douglasii,-119.1757,34.9315
Q_douglasii,-118.7088,34.7398
Q_douglasii,-118.8665,34.8444
Q_douglasii,-122.915,40.5946
Q_douglasii,-122.7506,39.02
Q_douglasii,-119.1757,34.9315
Q_douglasii,-119.1757,34.9315
Q_douglasii,-119.1757,34.9315
Q_douglasii,-119.1757,34.9315
Q_douglasii,-119.1757,34.9315
Q_douglasii,-119.1757,34.9315
Q_douglasii,-119.1757,34.9315
Q_douglasii,-118.8,34.76667
Q_douglasii,-121.7862,39.2268
Q_douglasii,-121.9503,37.8749
Q_douglasii,-118.5755,35.0121
Q_douglasii,-121.547,36.2682
Q_douglasii,-118.407,35.3881
Q_douglasii,-120.1213,37.5834
Q_douglasii,-121.50361,39.38417
Q_douglasii,-118.6216,35.7403
Q_douglasii,-118.6103,35.7194
Q_douglasii,-122.2414,40.1793
Q_douglasii,-118.6204,35.7408
Q_douglasii,-119.8807,37.4624
Q_douglasii,-118.5062,35.554
Q_douglasii,-118.290098,35.66575294
Q_douglasii,-122.447,38.1522
Q_douglasii,-122.570556,39.482778
Q_douglasii,-120.3795,37.6409
Q_douglasii,-119.9154,37.4583
Q_douglasii,-118.4817,35.7131
Q_douglasii,-121.2582,39.0687
Q_douglasii,-118.6788,35.6969
Q_douglasii,-119.6462,37.2891
Q_douglasii,-120.5525,37.6373
Q_douglasii,-118.6788,35.6969
Q_douglasii,-118.6788,35.6969
Q_douglasii,-118.9486642,34.81994026
Q_douglasii,-122.3294,38.6276
Q_douglasii,-120.738515,35.74140285
Q_douglasii,-121.489722,39.364722
Q_douglasii,-121.466111,37.075833
Q_douglasii,-122.4951,38.6764
Q_douglasii,-122.1841681,37.42455095
Q_douglasii,-121.2443,38.8931
Q_douglasii,-119.416667,36.958333
Q_douglasii,-121.069722,38.530833
Q_douglasii,-121.75972,39.77028
Q_douglasii,-119.985,34.7438
Q_douglasii,-121.780833,39.776389
Q_douglasii,-119.8807,37.4624
Q_douglasii,-121.7282007,37.65736243
Q_douglasii,-121.7282007,37.65736243
Q_douglasii,-118.7295,35.5728
Q_douglasii,-122.353333,38.983056
Q_douglasii,-121.1683,36.6549
Q_douglasii,-120.6519,35.3134
Q_douglasii,-120.233611,35.2025
Q_douglasii,-119.712,34.441
Q_douglasii,-119.706,34.445
Q_douglasii,-122.513966,37.991143
Q_douglasii,-121.387,36.087
Q_douglasii,-122.4516,39.0287
Q_douglasii,-120.7051,38.3847
Q_douglasii,-121.1249,38.8255
Q_douglasii,-120.9287,35.6043
Q_douglasii,-121.5455,36.3765
Q_douglasii,-119.175,34.916667
Q_douglasii,-122.1736,37.425
Q_douglasii,-121.643097,37.342098
Q_douglasii,-122.5468,38.3543
Q_douglasii,-119.1757,34.9315
Q_douglasii,-118.7112,34.7395
Q_douglasii,-118.63333,35.25
Q_douglasii,-120.0719,34.7389
Q_douglasii,-118.7218,34.599
Q_douglasii,-123.6368,41.0085
Q_douglasii,-118.5725,35.35028
Q_douglasii,-120.5825,36.0317
Q_douglasii,-122.2274,37.4034
Q_douglasii,-121.9503,37.8749
Q_douglasii,-120.6405,35.3245
Q_douglasii,-122.1898,37.3539
Q_douglasii,-119.7063,34.445
Q_douglasii,-121.775833,39.7725
Q_douglasii,-120.079167,35.099167
Q_douglasii,-122.0088,39.0052
Q_douglasii,-120.085,35.102778
Q_douglasii,-119.177222,34.922778
Q_douglasii,-121.547,36.2682
Q_douglasii,-123.16239,39.23797
Q_douglasii,-123.16239,39.23797
Q_douglasii,-123.16239,39.23797
Q_douglasii,-121.85,37.161667
Q_douglasii,-122.5552,40.2696
Q_douglasii,-121.6353,39.6449
Q_douglasii,-122.2353,38.5709
Q_douglasii,-121.9128,37.8817
Q_douglasii,-121.9128,37.8817
Q_douglasii,-122.4391,38.5142
Q_douglasii,-122.4391,38.5142
Q_douglasii,-122.4391,38.5142
Q_douglasii,-120.8927189,35.77390085
Q_douglasii,-118.6335,35.2642
Q_douglasii,-118.8636234,34.84163029
Q_douglasii,-118.83944,35.64739
Q_douglasii,-119.7016775,34.45794469
Q_douglasii,-119.7083,34.4634
Q_douglasii,-119.7082,34.4442
Q_douglasii,-119.7017,34.445
Q_douglasii,-122.7506,39.02
Q_douglasii,-122.8964,40.5945
Q_douglasii,-119.6911,34.456
Q_douglasii,-119.703,34.454
Q_douglasii,-120.85306,38.15528
Q_douglasii,-118.6296597,35.09193531
Q_douglasii,-122.937222,39.435556
Q_douglasii,-121.1907339,36.48038099
Q_douglasii,-122.5391056,39.60473807
Q_douglasii,-122.5236,39.5889
Q_douglasii,-122.5236,39.5889
Q_douglasii,-120.558521,38.435727
Q_douglasii,-121.910578,37.886954
Q_douglasii,-121.219458,38.652888
Q_douglasii,-122.5742,38.595869
Q_douglasii,-121.467735,37.123755
Q_douglasii,-121.403521,39.227111
Q_douglasii,-121.313718,39.249812
Q_douglasii,-121.184371,36.483479
Q_douglasii,-119.590195,37.0162
Q_douglasii,-119.450917,37.149817
Q_douglasii,-119.467172,37.149356
Q_douglasii,-121.8855,37.213378
Q_douglasii,-123.093544,39.333385
Q_douglasii,-122.858175,38.633534
Q_douglasii,-122.858175,38.633534
Q_douglasii,-123.030396,38.709304
Q_douglasii,-118.828769,36.222673
Q_douglasii,-122.790783,38.565357
Q_douglasii,-121.861398,37.971782
Q_douglasii,-123.227667,39.161667
Q_douglasii,-121.940167,37.918333
Q_douglasii,-122.684667,38.583333
Q_douglasii,-122.050656,37.823127
Q_douglasii,-121.518732,37.176212
Q_douglasii,-121.792306,37.143429
Q_douglasii,-120.049598,34.74258
Q_douglasii,-120.013782,34.739763
Q_douglasii,-121.943199,37.918777
Q_douglasii,-121.187568,39.293474
Q_douglasii,-122.215363,37.400059
Q_douglasii,-122.731499,38.598961
Q_douglasii,-122.927291,38.809947
Q_douglasii,-121.168391,38.781031
Q_douglasii,-120.046174,34.742606
Q_douglasii,-122.523611,39.588889
Q_douglasii,-122.523611,39.588889
Q_douglasii,-121.315573,36.240107
Q_douglasii,-122.458056,38.291944
Q_douglasii,-119.966389,37.485
Q_douglasii,-122.458056,38.291944
Q_douglasii,-122.1225,40.28138
Q_douglasii,-121.466111,37.075833
Q_douglasii,-121.74644,38.53941
Q_douglasii,-121.7478,38.53653
Q_douglasii,-121.748091,38.536217
Q_douglasii,-121.763953,38.528548
Q_douglasii,-121.764036,38.528689
Q_douglasii,-121.764008,38.528207
Q_douglasii,-121.094279,35.689913
Q_douglasii,-119.873868,37.462198
Q_douglasii,-120.359646,35.462482
Q_douglasii,-120.721944,38.2975
Q_douglasii,-121.788333,38.186389
Q_douglasii,-120.522778,35.518889
Q_douglasii,-121,38.400002
Q_douglasii,-120.52278,35.51889
Q_douglasii,-120.633333,35.35
Q_douglasii,-122.353333,38.983056
Q_douglasii,-122.149167,38.491667
Q_douglasii,-122.342778,38.839722
Q_douglasii,-121.069722,38.530833
Q_douglasii,-122.3,40.55
Q_douglasii,-121.31264,39.24896
Q_douglasii,-119.984,34.743
Q_douglasii,-122.1868926,38.45621757
Q_douglasii,-121.3151,39.2425